B,1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9
K,4,8,6,6,6,6,8,5,4,7,5,8,4,6,9,9
S,2,2,2,3,2,8,7,6,5,8,6,7,2,8,8,8
X,2,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8
S,6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8
Z,2,4,3,3,1,8,6,2,9,11,5,8,1,8,5,8
Z,4,8,6,6,3,7,7,2,10,12,6,7,1,7,6,7
Z,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8
S,2,6,4,4,4,6,6,3,2,7,5,7,2,8,9,3
V,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8
Z,7,7,5,10,5,9,4,4,3,11,6,9,3,9,11,8
K,5,8,8,7,7,10,7,4,4,10,2,8,5,5,4,10
V,9,11,7,6,3,7,11,6,5,8,10,4,5,12,3,9
V,6,9,6,4,2,5,12,5,2,11,7,4,3,11,2,7
V,2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8
K,6,10,6,5,4,9,6,3,6,11,2,8,5,6,4,9
Z,4,4,5,6,2,7,7,4,14,9,6,8,0,8,8,8
H,6,8,9,6,5,7,7,3,7,10,6,8,3,8,3,8
S,1,1,2,1,0,8,7,4,7,5,6,7,0,8,7,8
B,6,9,8,7,8,8,7,5,6,9,6,6,4,10,6,9
S,3,8,4,6,3,7,7,7,5,7,6,8,2,8,8,7
S,6,8,7,6,4,6,9,4,8,11,7,6,2,8,5,5
V,3,6,5,4,2,7,12,3,4,8,12,8,3,10,1,8
S,7,9,9,8,9,10,8,4,7,7,7,8,5,9,9,11
S,5,6,6,4,3,6,7,4,7,10,10,9,2,10,4,5
Z,2,4,5,3,2,7,8,2,9,11,7,7,1,8,5,6
B,2,6,3,4,3,6,6,8,5,6,7,7,2,9,6,10
V,4,5,5,4,2,4,12,2,3,9,11,7,3,10,1,7
Z,3,10,4,8,2,7,7,4,14,10,6,8,0,8,8,8
S,7,10,8,8,4,8,7,4,8,11,6,7,2,9,5,8
V,3,5,6,7,2,6,8,4,3,7,14,8,3,9,0,8
Z,4,8,6,6,4,7,9,2,9,11,7,6,1,8,6,6
B,6,10,6,8,5,6,5,9,7,6,7,6,2,8,10,10
V,8,10,8,8,3,2,11,6,5,13,12,8,3,10,1,8
V,3,6,5,4,1,8,8,4,2,6,14,8,3,9,0,8
X,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8
V,7,10,9,8,5,6,11,3,3,7,11,8,3,10,4,8
S,6,9,5,4,2,11,2,3,4,11,2,10,3,7,3,11
Z,6,10,8,7,6,10,6,5,4,8,5,7,3,7,11,7
V,4,9,6,7,2,7,8,4,3,7,14,8,3,9,0,8
B,5,9,7,6,10,8,6,5,3,7,7,8,6,9,8,9
K,3,7,4,5,2,3,8,7,2,7,5,11,3,8,3,11
B,4,8,5,6,5,7,8,5,4,7,5,7,3,8,6,8
B,3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10
V,2,3,4,4,1,5,8,4,2,8,13,8,3,10,0,8
Z,2,3,4,2,1,7,7,2,9,12,6,9,1,9,5,7
V,4,10,7,8,2,7,8,4,3,7,14,8,3,9,0,8
B,5,9,8,8,9,7,7,5,4,7,6,8,7,9,9,6
V,7,9,9,8,10,7,6,5,4,7,6,7,7,10,8,11
B,4,7,6,5,6,9,6,4,6,9,5,6,2,8,6,9
B,4,9,6,6,6,8,7,5,6,9,6,6,3,9,7,8
B,5,8,7,6,6,7,9,5,6,10,6,5,3,7,7,8
U,4,8,5,6,5,8,8,7,6,5,8,9,6,8,3,7
V,3,10,6,7,2,8,8,4,3,6,14,8,3,9,0,8
V,2,6,4,4,2,9,12,2,3,4,10,9,2,11,1,9
V,3,7,4,5,3,7,11,1,2,6,10,8,3,12,1,8
S,5,8,7,6,3,5,9,3,9,11,7,6,2,7,5,5
V,4,9,5,7,2,5,9,5,2,8,13,8,3,10,0,8
S,5,9,6,7,3,8,7,4,8,11,7,8,2,10,5,8
B,4,10,5,7,4,6,8,9,7,7,5,7,2,8,9,9
K,3,9,4,6,2,3,7,7,2,7,7,11,4,8,3,10
S,4,9,6,6,7,5,8,3,1,7,6,5,3,8,9,1
X,2,6,4,4,3,8,8,2,5,7,5,7,3,8,5,7
Z,4,10,5,8,2,7,7,4,15,9,6,8,0,8,8,8
Z,4,9,5,7,5,8,8,3,8,7,7,7,1,8,11,7
Z,2,4,4,3,2,8,7,2,9,11,5,9,1,8,5,8
Z,5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9
B,4,8,6,7,7,8,7,5,5,7,6,8,6,9,8,4
S,4,9,5,6,4,7,8,7,7,8,4,7,2,7,9,8
S,4,9,6,6,7,9,4,4,4,9,6,9,4,7,10,9
S,8,15,6,8,3,6,3,4,4,6,1,7,3,7,6,7
V,4,9,6,7,1,8,8,5,3,6,14,8,3,9,0,8
H,3,4,4,6,2,7,9,15,2,7,4,8,3,8,0,8
Z,6,9,5,12,5,5,11,3,3,12,8,6,3,8,11,6
V,4,11,5,8,3,5,11,3,4,9,12,9,2,10,1,8
K,5,9,8,7,9,8,6,3,5,6,6,8,8,6,9,5
S,5,7,7,6,8,7,8,5,5,7,7,7,5,9,11,12
H,9,13,9,7,5,10,6,4,5,9,5,5,7,10,5,9
S,6,10,7,7,4,10,5,4,8,11,4,8,2,9,5,10
S,5,10,8,8,9,6,7,3,2,8,6,6,3,8,11,2
B,4,7,6,6,7,8,8,5,5,7,6,8,7,7,9,6
B,2,6,3,4,3,6,7,7,5,7,6,7,2,8,6,9
Z,3,8,5,6,3,8,7,2,9,11,6,8,2,8,6,8
S,3,6,4,4,2,8,7,5,8,5,6,8,0,8,9,8
B,5,8,7,6,6,10,6,3,6,10,4,7,2,8,5,10
V,6,11,8,8,5,6,11,3,2,7,11,8,4,10,5,9
Z,4,9,6,7,5,9,11,6,5,6,5,7,3,9,8,5
Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8
Z,4,9,6,6,4,7,7,2,10,12,6,10,1,9,6,8
K,4,5,5,4,5,8,7,2,4,8,3,8,4,4,3,9
H,5,11,7,8,10,8,6,4,4,6,6,7,8,6,8,6
B,4,6,6,4,5,8,8,6,4,6,5,6,4,8,6,5
S,3,3,4,4,2,7,6,5,9,5,6,9,0,9,9,8
